,acc_phone_x,acc_phone_y,acc_phone_z,hr_watch_rate,bedtime_clock,avg_bedtime_clock,bedtime_90minutes,avg_bedtime_90minutes,labelUndefined,labelWake,labelN2,labelN1,labelN3,labelREM
1971-01-01 01:07:58.015622140,-0.266847476744186,0.9105559947674418,0.1877529203488372,,,,,,1,0,0,0,0,0
1971-01-01 01:08:01.015622140,,0.5646301098837211,-0.2219735976744186,82.0,,,,,1,0,0,0,0,0
1971-01-01 01:08:04.015622140,,-0.17284397777777774,-0.2890341233918129,,,,,,1,0,0,0,0,0
1971-01-01 01:08:07.015622140,0.3033796813953488,0.13977316976744186,-0.3648855523255815,82.0,0.006116207951070336,-0.6218144750254843,0.06521739130434782,-0.6956521739130435,1,0,0,0,0,0
1971-01-01 01:08:10.015622140,-0.6247102625730995,0.4308113865497075,0.20605816549707603,,,,,,1,0,0,0,0,0
1971-01-01 01:08:13.015622140,-0.6120630302325581,0.1945178889534884,-0.5946734238372093,83.0,,,,,1,0,0,0,0,0
1971-01-01 01:08:16.015622140,-0.13146795174418607,0.7618862395348837,-0.6242018412790699,,,,,,1,0,0,0,0,0
1971-01-01 01:08:19.015622140,-0.19608418479532166,0.7317553064327486,-0.635592632748538,,,,,,1,0,0,0,0,0
1971-01-01 01:08:22.015622140,-0.5073010651162789,0.1857784180232558,-0.6108523563953488,85.0,,,,,1,0,0,0,0,0
1971-01-01 01:08:25.015622140,-0.5203921499999999,-0.8149610373333332,0.05707183466666665,86.0,,,,,1,0,0,0,0,0
1971-01-01 01:08:28.015622140,-0.4935313742268042,0.23287153711340197,-0.6793170412371135,86.0,,,,,1,0,0,0,0,0
1971-01-01 01:08:31.015622140,-0.4063841157894737,0.3582564701754385,-0.834858945614035,,,,,,1,0,0,0,0,0
1971-01-01 01:08:34.015622140,-0.4063531755813953,0.3828866686046512,-0.8249636779069766,,,,,,1,0,0,0,0,0
1971-01-01 01:08:37.015622140,-0.4079519738372094,0.3851115226744186,-0.8237154709302327,85.0,0.00815494393476045,-0.6197757390417942,0.08695652173913042,-0.7173913043478259,1,0,0,0,0,0
1971-01-01 01:08:40.015622140,-0.3565224058479532,0.3957605210526315,-0.8159778461988304,85.0,,,,,1,0,0,0,0,0
1971-01-01 01:08:43.015622140,-0.1282083343023256,0.5193501848837209,-0.8400616290697676,84.0,,,,,1,0,0,0,0,0
1971-01-01 01:08:46.015622140,-0.12970738421052633,0.5113822573099415,-0.8455063695906433,,,,,,1,0,0,0,0,0
1971-01-01 01:08:49.015622140,-0.12982151337209302,0.5124212802325583,-0.8449918215116278,,,,,,1,0,0,0,0,0
1971-01-01 01:08:52.015622140,-0.13106519593023255,0.5123293697674419,-0.844950473255814,80.5,,,,,1,0,0,0,0,0
1971-01-01 01:08:55.015622140,-0.1326982847953216,0.511481480116959,-0.8454922678362571,,,,,,1,0,0,0,0,0
1971-01-01 01:08:58.015622140,-0.1320038738372093,0.5114271488372093,-0.8449417860465117,74.0,,,,,1,0,0,0,0,0
1971-01-01 01:09:01.015622140,-0.1320253360465116,0.5110203947674418,-0.8455196639534882,75.0,,,,,1,0,0,0,0,0
1971-01-01 01:09:04.015622140,-0.13212895755813953,0.5110625325581396,-0.8455493831395349,,,,,,1,0,0,0,0,0
1971-01-01 01:09:07.015622140,-0.13224595906432748,0.5108962040935673,-0.8454379251461988,71.0,0.01019367991845056,-0.617737003058104,0.10869565217391304,-0.7391304347826086,1,0,0,0,0,0
1971-01-01 01:09:10.015622140,-0.1322697453488372,0.5106866546511628,-0.845791925,,,,,,1,0,0,0,0,0
1971-01-01 01:09:13.015622140,-0.13206082325581395,0.5106697988372093,-0.8457788889534883,69.0,,,,,1,0,0,0,0,0
1971-01-01 01:09:16.015622140,-0.4440231319767442,0.6360964180232559,-0.5417994104651163,69.0,,,,,1,0,0,0,0,0
1971-01-01 01:09:19.015622140,-0.4661939269005848,0.7672826783625731,-0.3303571538011696,,,,,,1,0,0,0,0,0
1971-01-01 01:09:22.015622140,-0.16694809418604648,0.8128769505813954,-0.5540240976744187,69.0,,,,,1,0,0,0,0,0
1971-01-01 01:09:25.015622140,-0.8433356894736843,0.31220312631578945,-0.17972507076023395,,,,,,1,0,0,0,0,0
1971-01-01 01:09:28.015622140,-0.978704406976744,0.1694597656976744,-0.0671492261627907,,,,,,1,0,0,0,0,0
1971-01-01 01:09:31.015622140,,0.12487367209302325,0.009578973255813954,69.0,,,,,1,0,0,0,0,0
1971-01-01 01:09:34.015622140,,0.10064794883720928,-0.027558259302325583,,,,,,1,0,0,0,0,0
1971-01-01 01:09:37.015622140,,0.08286137894736842,-0.06837132923976608,68.0,0.012232415902140676,-0.6156982670744139,0.13043478260869565,-0.7608695652173912,1,0,0,0,0,0
1971-01-01 01:09:40.015622140,,0.05104100406976745,-0.10166071162790698,68.0,,,,,1,0,0,0,0,0
1971-01-01 01:09:43.015622140,,0.06142940174418605,-0.05299457325581396,,,,,,1,0,0,0,0,0
1971-01-01 01:09:46.015622140,,0.06902916337209303,-0.019523352906976744,68.0,,,,,1,0,0,0,0,0
1971-01-01 01:09:49.015622140,,0.05971656374269005,-0.037816718713450284,68.0,,,,,1,0,0,0,0,0
1971-01-01 01:09:52.015622140,,0.059240478488372085,-0.04152865465116279,,,,,,1,0,0,0,0,0
1971-01-01 01:09:55.015622140,-0.8178234563953489,0.2382269552325581,-0.2293011877906977,68.0,,,,,1,0,0,0,0,0
1971-01-01 01:09:58.015622140,-0.12713354970760235,0.4162363842105263,-0.8819743350877194,,,,,,1,0,0,0,0,0
1971-01-01 01:10:01.015622140,-0.11102835755813954,0.4054725116279069,-0.9032540453488372,68.0,,,,,1,0,0,0,0,0
1971-01-01 01:10:04.015622140,-0.11445350116959065,0.4023817660818714,-0.9045905397660818,72.0,,,,,1,0,0,0,0,0
1971-01-01 01:10:07.015622140,-0.11314356918604652,0.4003680936046512,-0.9060325645348836,,0.014271151885830788,-0.6136595310907238,0.15217391304347827,-0.7826086956521738,1,0,0,0,0,0
1971-01-01 01:10:10.015622140,-0.11263798313953488,0.4003712872093023,-0.905975694767442,74.0,,,,,1,0,0,0,0,0
1971-01-01 01:10:13.015622140,-0.11268634093567252,0.3995168573099415,-0.9058702222222222,,,,,,1,0,0,0,0,0
1971-01-01 01:10:16.015622140,-0.11173257325581394,0.3977778249999999,-0.9068263732558138,68.0,,,,,1,0,0,0,0,0
1971-01-01 01:10:19.015622140,-0.11152693139534883,0.39797423837209306,-0.9069257366279068,,,,,,1,0,0,0,0,0
1971-01-01 01:10:22.015622140,-0.11168156046511628,0.3973446354651163,-0.9070812453488372,68.0,,,,,1,0,0,0,0,0
1971-01-01 01:10:25.015622140,-0.11130322865497076,0.396245769005848,-0.9081035432748537,,,,,,1,0,0,0,0,0
1971-01-01 01:10:28.015622140,-0.11107094360465118,0.3959229889534883,-0.9078022232558141,68.0,,,,,1,0,0,0,0,0
1971-01-01 01:10:31.015622140,-0.11090016976744188,0.3960065610465116,-0.9076829918604652,67.0,,,,,1,0,0,0,0,0
1971-01-01 01:10:34.015622140,-0.11092527441860467,0.3960915488372093,-0.9078194354651162,,,,,,1,0,0,0,0,0
1971-01-01 01:10:37.015622140,-0.1109569128654971,0.3958468064327485,-0.9077857818713452,67.0,0.0163098878695209,-0.6116207951070337,0.17391304347826084,-0.8043478260869565,1,0,0,0,0,0
1971-01-01 01:10:40.015622140,-0.11092119302325584,0.3959216668604652,-0.9079604970930232,,,,,,1,0,0,0,0,0
1971-01-01 01:10:43.015622140,-0.11071795263157896,0.3959746789473684,-0.9082125847953216,66.0,,,,,1,0,0,0,0,0
1971-01-01 01:10:46.015622140,-0.1086513569767442,0.39682725232558136,-0.9069614860465116,67.0,,,,,1,0,0,0,0,0
1971-01-01 01:10:49.015622140,-0.11072007790697674,0.3966991505813954,-0.9075195848837208,,,,,,1,0,0,0,0,0
1971-01-01 01:10:52.015622140,-0.1106538093023256,0.396610615116279,-0.90755196627907,67.0,,,,,1,0,0,0,0,0
1971-01-01 01:10:55.015622140,-0.1109116730994152,0.3964003163742689,-0.9078088941520468,,,,,,1,0,0,0,0,0
1971-01-01 01:10:58.015622140,-0.11060146686046513,0.3963066755813953,-0.9079515337209304,67.0,,,,,1,0,0,0,0,0
1971-01-01 01:11:01.015622140,-0.11050973837209302,0.3964143779069768,-0.908116451744186,,,,,,1,0,0,0,0,0
1971-01-01 01:11:04.015622140,-0.11046595497076024,0.3962473754385965,-0.907619903508772,67.0,,,,,1,0,0,0,0,0
1971-01-01 01:11:07.015622140,-0.11083647151162793,0.3960777116279069,-0.9077225598837207,67.0,0.01834862385321101,-0.6095820591233436,0.19565217391304346,-0.8260869565217391,1,0,0,0,0,0
1971-01-01 01:11:10.015622140,-0.1108627296511628,0.3959411779069768,-0.9076880534883721,,,,,,1,0,0,0,0,0
1971-01-01 01:11:13.015622140,-0.11067075,0.3959036569767442,-0.9076701313953488,67.0,,,,,1,0,0,0,0,0
1971-01-01 01:11:16.015622140,-0.1073828842105263,0.3961674187134503,-0.9072882216374271,,,,,,1,0,0,0,0,0
1971-01-01 01:11:19.015622140,-0.11043051569767444,0.3958347226744186,-0.9077780953488372,67.0,,,,,1,0,0,0,0,0
1971-01-01 01:11:22.015622140,-0.11058597368421053,0.3959650415204679,-0.9076165970760234,,,,,,1,0,0,0,0,0
1971-01-01 01:11:25.015622140,-0.1103252093023256,0.3960402709302324,-0.9077560959302324,67.0,,,,,1,0,0,0,0,0
1971-01-01 01:11:28.015622140,-0.10961230813953488,0.39575612093023255,-0.9079347633720932,69.0,,,,,1,0,0,0,0,0
1971-01-01 01:11:31.015622140,-0.10942701754385964,0.3951052847953216,-0.9082729964912281,,,,,,1,0,0,0,0,0
1971-01-01 01:11:34.015622140,-0.1094999034883721,0.39487465988372095,-0.9087327424418604,68.0,,,,,1,0,0,0,0,0
1971-01-01 01:11:37.015622140,-0.10947169186046513,0.3949695825581395,-0.9085884075581396,,0.02038735983690112,-0.6075433231396534,0.21739130434782608,-0.8478260869565217,1,0,0,0,0,0
1971-01-01 01:11:40.015622140,-0.1094997426900585,0.3948469532163743,-0.9081811713450292,68.0,,,,,1,0,0,0,0,0
1971-01-01 01:11:43.015622140,-0.10934022209302326,0.39421977209302334,-0.9083255476744186,68.0,,,,,1,0,0,0,0,0
1971-01-01 01:11:46.015622140,-0.109271025,0.3943825645348836,-0.90846465,,,,,,1,0,0,0,0,0
1971-01-01 01:11:49.015622140,-0.10900035639534883,0.3948706651162791,-0.908485501744186,68.0,,,,,1,0,0,0,0,0
1971-01-01 01:11:52.015622140,-0.10911827368421052,0.3947816374269006,-0.9088422070175438,,,,,,1,0,0,0,0,0
1971-01-01 01:11:55.015622140,-0.1093885561403509,0.39431111228070176,-0.9087266497076024,68.0,,,,,1,0,0,0,0,0
1971-01-01 01:11:58.015622140,-0.11344519244186045,0.3923299,-0.9088620906976744,,,,,,1,0,0,0,0,0
1971-01-01 01:12:01.015622140,-0.11740538430232557,0.39123455581395344,-0.9089995075581396,71.0,,,,,1,0,0,0,0,0
1971-01-01 01:12:04.015622140,-0.11452488771929825,0.3908883228070176,-0.9095790029239764,72.0,,,,,1,0,0,0,0,0
1971-01-01 01:12:07.015622140,-0.1128556941860465,0.3914880994186048,-0.909608968023256,,0.02242609582059124,-0.6055045871559633,0.2391304347826087,-0.8695652173913043,1,0,0,0,0,0
1971-01-01 01:12:10.015622140,-0.10945618909090908,0.3922010957575758,-0.9097799563636362,71.0,,,,,1,0,0,0,0,0
1971-01-01 01:12:13.015622140,-0.10958213743016762,0.3918532011173184,-0.9098283977653632,66.0,,,,,1,0,0,0,0,0
1971-01-01 01:12:16.015622140,-0.11174582222222224,0.3900764,-0.9099110368421052,,,,,,1,0,0,0,0,0
1971-01-01 01:12:19.015622140,-0.5395964703488372,0.0557086889534884,-0.6220630406976745,68.0,,,,,1,0,0,0,0,0
1971-01-01 01:12:22.015622140,-0.2819730186046512,-0.9067192046511628,-0.12487056686046512,,,,,,1,0,0,0,0,0
1971-01-01 01:12:25.015622140,-0.3228534912280702,-0.9372455976608188,-0.08634324444444444,68.0,,,,,1,0,0,0,0,0
1971-01-01 01:12:28.015622140,-0.27802896900584795,-0.9191624187134504,-0.20250590350877196,,,,,,1,0,0,0,0,0
1971-01-01 01:12:31.015622140,-0.2592230534883721,-0.9248367145348836,-0.25764465406976744,,,,,,1,0,0,0,0,0
1971-01-01 01:12:34.015622140,-0.2496735313953489,-0.9512580151162792,-0.09782045813953487,72.0,,,,,1,0,0,0,0,0
1971-01-01 01:12:37.015622140,-0.3367298859649123,-0.908329654385965,-0.19901110643274855,72.0,0.02446483180428135,-0.6034658511722732,0.2608695652173913,-0.8913043478260869,1,0,0,0,0,0
1971-01-01 01:12:40.015622140,-0.2985714738372093,-0.9176842476744186,-0.24771144825581395,72.0,,,,,1,0,0,0,0,0
1971-01-01 01:12:43.015622140,-0.28596177267441864,-0.9233615813953489,-0.24275562034883724,,,,,,1,0,0,0,0,0
1971-01-01 01:12:46.015622140,-0.27270141988304103,-0.9316601666666668,-0.22411350643274847,73.0,,,,,1,0,0,0,0,0
1971-01-01 01:12:49.015622140,-0.26520422906976737,-0.9216582703488372,-0.26594250639534883,,,,,,1,0,0,0,0,0
1971-01-01 01:12:52.015622140,-0.2773718715116279,-0.8985028831395351,-0.3279652279069768,,,,,,1,0,0,0,0,0
1971-01-01 01:12:55.015622140,-0.27038778430232563,-0.9078512843023258,-0.30694961744186045,72.0,,,,,1,0,0,0,0,0
1971-01-01 01:12:58.015622140,-0.2429468660818713,-0.9278345807017544,-0.26775052222222223,73.0,,,,,1,0,0,0,0,0
1971-01-01 01:13:01.015622140,-0.4763936754385966,-0.4463048578947368,-0.2635821064327486,73.0,,,,,1,0,0,0,0,0
1971-01-01 01:13:04.015622140,-0.9120067360465116,0.13118805872093026,-0.18255313546511628,,,,,,1,0,0,0,0,0
1971-01-01 01:13:07.015622140,-0.9547164389534885,0.114800475,-0.1722181453488372,72.0,0.02650356778797146,-0.6014271151885832,0.2826086956521739,-0.9130434782608696,1,0,0,0,0,0
1971-01-01 01:13:10.015622140,-0.8048517965116279,-0.3933375133720931,-0.10077693837209303,72.0,,,,,1,0,0,0,0,0
1971-01-01 01:13:13.015622140,-0.2373635830409357,0.6085838631578947,-0.7780842035087718,,,,,,1,0,0,0,0,0
1971-01-01 01:13:16.015622140,-0.23550778546511625,0.599591275,-0.7610934081395351,,,,,,1,0,0,0,0,0
1971-01-01 01:13:19.015622140,-0.234210698255814,0.5979941598837211,-0.7628262563953488,68.0,,,,,1,0,0,0,0,0
1971-01-01 01:13:22.015622140,-0.39271411637426895,0.5913865859649122,-0.5937754309941521,68.0,,,,,1,0,0,0,0,0
1971-01-01 01:13:25.015622140,-0.6949190546511628,0.19441374127906974,-0.4661206075581395,67.0,,,,,1,0,0,0,0,0
1971-01-01 01:13:28.015622140,-0.7666563029069768,-0.2808993151162791,-0.5013132325581395,,,,,,1,0,0,0,0,0
1971-01-01 01:13:31.015622140,-0.7168662087719299,-0.5087630105263158,-0.4549583736842105,67.0,,,,,1,0,0,0,0,0
1971-01-01 01:13:34.015622140,-0.9474968145348835,-0.16232087325581396,-0.2496590726744186,,,,,,1,0,0,0,0,0
1971-01-01 01:13:37.015622140,-0.95740513625731,-0.0784434725146199,-0.2513547315789474,67.0,0.028542303771661576,-0.599388379204893,0.3043478260869565,-0.934782608695652,1,0,0,0,0,0
1971-01-01 01:13:40.015622140,-0.9560705656976746,-0.1248763319767442,-0.2473782406976744,,,,,,1,0,0,0,0,0
1971-01-01 01:13:43.015622140,-0.9440128430232556,-0.1747200534883721,-0.26037073953488377,,,,,,1,0,0,0,0,0
1971-01-01 01:13:46.015622140,-0.9430085093567252,-0.16122873976608187,-0.2746905046783625,75.0,,,,,1,0,0,0,0,0
1971-01-01 01:13:49.015622140,-0.9391537145348836,-0.16109431046511627,-0.28628291627906977,75.0,,,,,1,0,0,0,0,0
1971-01-01 01:13:52.015622140,-0.9435308604651164,-0.13942736511627907,-0.2784809738372093,,,,,,1,0,0,0,0,0
1971-01-01 01:13:55.015622140,-0.8851218098837209,-0.13363966918604653,-0.42627006337209294,70.0,,,,,1,0,0,0,0,0
1971-01-01 01:13:58.015622140,-0.8360624321637429,-0.02578877894736841,-0.5395794257309942,,,,,,1,0,0,0,0,0
1971-01-01 01:14:01.015622140,-0.8359710389534883,-0.02544261395348837,-0.5395938029069768,,,,,,1,0,0,0,0,0
1971-01-01 01:14:04.015622140,-0.8470132511627907,-0.012533230813953487,-0.5218275139534883,71.0,,,,,1,0,0,0,0,0
1971-01-01 01:14:07.015622140,-0.8274107818713449,-0.032343276023391807,-0.5507026350877193,71.0,0.03058103975535168,-0.5973496432212029,0.32608695652173914,-0.9565217391304348,1,0,0,0,0,0
1971-01-01 01:14:10.015622140,-0.7909397771929825,-0.16256767660818713,-0.5804530836257309,70.0,,,,,1,0,0,0,0,0
1971-01-01 01:14:13.015622140,-0.7848662436046512,-0.1629430168604651,-0.5896732377906976,,,,,,1,0,0,0,0,0
1971-01-01 01:14:16.015622140,-0.7841231779069766,-0.16306278662790696,-0.5900365244186047,,,,,,1,0,0,0,0,0
1971-01-01 01:14:19.015622140,-0.7841266865497077,-0.16308308362573098,-0.5903021380116961,69.0,,,,,1,0,0,0,0,0
1971-01-01 01:14:22.015622140,-0.7837057779069768,-0.163023663372093,-0.5904988110465116,,,,,,1,0,0,0,0,0
1971-01-01 01:14:25.015622140,-0.7835781238372094,0.11047416569767443,-0.5347617389534883,67.0,,,,,1,0,0,0,0,0
1971-01-01 01:14:28.015622140,-0.7834894748538008,0.1708123269005848,-0.5742165152046783,67.0,,,,,1,0,0,0,0,0
1971-01-01 01:14:31.015622140,-0.7940932906976744,0.008307791279069767,-0.6007798604651163,67.0,,,,,1,0,0,0,0,0
1971-01-01 01:14:34.015622140,-0.8062220749999999,-0.07505922558139534,-0.2603792593023256,,,,,,1,0,0,0,0,0
1971-01-01 01:14:37.015622140,-0.22778115029239765,-0.16055315497076025,-0.8677589438596489,67.0,0.0326197757390418,-0.5953109072375128,0.3478260869565217,-0.9782608695652174,1,0,0,0,0,0
1971-01-01 01:14:40.015622140,-0.6480613546511628,-0.15666731279069768,-0.7095802662790697,,,,,,1,0,0,0,0,0
1971-01-01 01:14:43.015622140,-0.6566300397660819,-0.17971658830409354,-0.7254466479532163,,,,,,1,0,0,0,0,0
1971-01-01 01:14:46.015622140,-0.6485149465116279,-0.1677495418604651,-0.7361637377906977,68.0,,,,,1,0,0,0,0,0
1971-01-01 01:14:49.015622140,-0.6501759372093023,-0.1869619529069768,-0.7299417005813953,68.0,,,,,1,0,0,0,0,0
1971-01-01 01:14:52.015622140,-0.6507783397660818,-0.1940263912280702,-0.7267613105263158,,,,,,1,0,0,0,0,0
1971-01-01 01:14:55.015622140,-0.6512878738372093,-0.19757842325581396,-0.7255695238372094,,,,,,1,0,0,0,0,0
1971-01-01 01:14:58.015622140,-0.6512756296511628,-0.19940708953488373,-0.7250036180232557,69.0,,,,,1,0,0,0,0,0
1971-01-01 01:15:01.015622140,-0.6521007684210527,-0.20076756374269009,-0.7239671643274853,68.0,,,,,1,0,0,0,0,0
1971-01-01 01:15:04.015622140,-0.6510730139534884,-0.20110968546511626,-0.7247427151162791,68.0,,,,,1,0,0,0,0,0
1971-01-01 01:15:07.015622140,-0.6488348494186047,-0.2043600738372093,-0.7259931372093024,,0.03465851172273191,-0.5932721712538227,0.3695652173913043,-0.9782608695652174,1,0,0,0,0,0
1971-01-01 01:15:10.015622140,-0.6479818691860465,-0.20772978546511628,-0.725242175,68.0,,,,,1,0,0,0,0,0
1971-01-01 01:15:13.015622140,-0.6491862543859649,-0.21047447134502925,-0.7234122298245614,68.0,,,,,1,0,0,0,0,0
1971-01-01 01:15:16.015622140,-0.6369843964912281,-0.2309058128654971,-0.7280467959064327,,,,,,1,0,0,0,0,0
1971-01-01 01:15:19.015622140,-0.6384696941860466,-0.24343037906976744,-0.7229399563953489,68.0,,,,,1,0,0,0,0,0
1971-01-01 01:15:22.015622140,-0.6492675110465116,-0.2390071953488372,-0.708832586627907,,,,,,1,0,0,0,0,0
1971-01-01 01:15:25.015622140,-0.7378546280701754,-0.12628370409356726,-0.6142839573099416,73.0,,,,,1,0,0,0,0,0
1971-01-01 01:15:28.015622140,-0.7125676186046511,-0.2657927581395349,-0.6298860046511628,73.0,,,,,1,0,0,0,0,0
1971-01-01 01:15:31.015622140,-0.6997281436046511,-0.34904080755813954,-0.5989479220930232,,,,,,1,0,0,0,0,0
1971-01-01 01:15:34.015622140,-0.7493236459302325,0.07195273197674418,-0.6134523808139535,74.0,,,,,1,0,0,0,0,0
1971-01-01 01:15:37.015622140,-0.6255397660818713,-0.5080245146198831,-0.3356162584795322,,0.03669724770642202,-0.5912334352701326,0.3913043478260869,-0.9565217391304348,1,0,0,0,0,0
1971-01-01 01:15:40.015622140,-0.6789135633720931,0.4942854924418605,-0.5410007215116278,75.0,,,,,1,0,0,0,0,0
1971-01-01 01:15:43.015622140,-0.6074953296511628,-0.4871765831395348,-0.3298637052325581,,,,,,1,0,0,0,0,0
1971-01-01 01:15:46.015622140,-0.7386594187134502,-0.5038086280701755,-0.38572781461988304,77.0,,,,,1,0,0,0,0,0
1971-01-01 01:15:49.015622140,-0.7632582936046511,-0.4779200854651163,-0.42245270058139534,76.0,,,,,1,0,0,0,0,0
1971-01-01 01:15:52.015622140,-0.7624424263157895,-0.4795335046783626,-0.4220322269005848,,,,,,1,0,0,0,0,0
1971-01-01 01:15:55.015622140,-0.7621534534883722,-0.4799547401162791,-0.4220289156976745,,,,,,1,0,0,0,0,0
1971-01-01 01:15:58.015622140,-0.7619255406976745,-0.4800825819767442,-0.4226726244186045,66.0,,,,,1,0,0,0,0,0
1971-01-01 01:16:01.015622140,-0.7607317485380116,-0.4793612847953217,-0.4251669725146199,66.0,,,,,1,0,0,0,0,0
1971-01-01 01:16:04.015622140,-0.7485254901162791,-0.4911444936046511,-0.4320782511627907,65.0,,,,,1,0,0,0,0,0
1971-01-01 01:16:07.015622140,-0.7579500976744186,-0.4807808436046512,-0.4278750738372093,,0.038735983690112136,-0.5891946992864424,0.4130434782608696,-0.934782608695652,1,0,0,0,0,0
1971-01-01 01:16:10.015622140,-0.7492634742690059,-0.4961000842105263,-0.42541976432748535,65.0,,,,,1,0,0,0,0,0
1971-01-01 01:16:13.015622140,-0.7466537999999999,-0.5032837476744187,-0.4215804674418605,,,,,,1,0,0,0,0,0
1971-01-01 01:16:16.015622140,-0.7451011279069768,-0.5070433546511629,-0.4200217680232558,67.0,,,,,1,0,0,0,0,0
1971-01-01 01:16:19.015622140,-0.7421814668604649,-0.5146412569767442,-0.4154338406976744,70.0,,,,,1,0,0,0,0,0
1971-01-01 01:16:22.015622140,-0.7411318777777777,-0.5207414245614035,-0.4097603228070175,,,,,,1,0,0,0,0,0
1971-01-01 01:16:25.015622140,-0.7406781321637428,-0.5216287520467836,-0.4097066964912281,70.0,,,,,1,0,0,0,0,0
1971-01-01 01:16:28.015622140,-0.7502772325581396,-0.3508962581395349,-0.449523838372093,,,,,,1,0,0,0,0,0
1971-01-01 01:16:31.015622140,-0.6660145587209303,-0.3199600406976744,-0.6350236069767443,68.0,,,,,1,0,0,0,0,0
1971-01-01 01:16:34.015622140,-0.7996490860465116,-0.4366424924418605,-0.3769105436046511,66.0,,,,,1,0,0,0,0,0
1971-01-01 01:16:37.015622140,-0.7915914456140352,-0.4724458385964912,-0.3731859883040936,,0.04077471967380224,-0.5871559633027523,0.43478260869565216,-0.9130434782608696,1,0,0,0,0,0
1971-01-01 01:16:40.015622140,-0.7901146523255813,-0.4769314604651163,-0.3710548965116279,66.0,,,,,1,0,0,0,0,0
1971-01-01 01:16:43.015622140,-0.7879657290697676,-0.4830961005813954,-0.36763541337209305,,,,,,1,0,0,0,0,0
1971-01-01 01:16:46.015622140,-0.7871987830409356,-0.4831877602339182,-0.3694254549707601,66.0,,,,,1,0,0,0,0,0
1971-01-01 01:16:49.015622140,-0.7872168941860465,-0.48598373837209297,-0.3655032656976744,66.0,,,,,1,0,0,0,0,0
1971-01-01 01:16:52.015622140,-0.7838495854651163,-0.4912546755813954,-0.3647408627906977,,,,,,1,0,0,0,0,0
1971-01-01 01:16:55.015622140,-0.7181106395348837,-0.6076441029069767,-0.32045267034883723,66.0,,,,,1,0,0,0,0,0
